Database,Scale,Indexed,Operation_Type,Scenario_Name,Average_Time_Seconds,Median_Time_Seconds,StdDev_Time_Seconds
MySQL,100000,True,UPDATE,update_service_price,0.002113633333162094,0.002566800016211346,0.0006634159781955852
MySQL,100000,True,UPDATE,update_diagnosis_notes,0.002752233335437874,0.0026983999996446073,0.0001424732570638627
MySQL,100000,True,UPDATE,update_doctor_license,0.002719900008135786,0.002729300002101809,0.00011711107394654761
MySQL,100000,True,UPDATE,update_department_phone,0.00206389999948442,0.002505799988284707,0.0006394914198398599
MySQL,100000,True,DELETE,delete_test_result,0.004965533337478216,0.005060299998149276,0.0002655060064986596
MySQL,100000,True,DELETE,delete_diagnosis,0.004772033328966548,0.004733399982796982,0.00011003848255215525
MySQL,100000,True,DELETE,delete_patient,0.0048028999978366,0.004642599989892915,0.00026668456942553217
MySQL,100000,True,DELETE,delete_performed_service,0.004883000006278356,0.004951999988406897,0.00011972178416034034
MySQL,100000,True,DELETE,delete_prescription,0.005646366664829354,0.005589400010649115,0.00035286950426091445
MySQL,100000,True,DELETE,delete_visit_cascade,0.008983666659332812,0.009066800004802644,0.00022106464995711817
MongoDB,100000,True,CREATE,insert_patient,0.0013873999996576458,0.0013855999859515578,2.7463789832272185e-05
MongoDB,100000,True,CREATE,insert_visit,0.0015778333375540872,0.001572699984535575,3.49716441874041e-05
MongoDB,100000,True,CREATE,insert_diagnosis,0.0015380333255355556,0.0015394999936688691,1.5629518600648918e-05
MongoDB,100000,True,CREATE,insert_prescription_with_items,0.0015602666632427524,0.0015002999862190336,0.00012433535218366355
MongoDB,100000,True,CREATE,insert_performed_service,0.001444200015005966,0.0014554000226780772,1.7200194027967624e-05
MongoDB,100000,True,CREATE,insert_test_result,0.0014023666638725747,0.0014088000170886517,1.5814421828405568e-05
MongoDB,100000,True,READ,select_patient_by_id,0.0008620333392173052,0.000814600003650412,0.00010894567875846122
MongoDB,100000,True,READ,select_visits_with_doctor,0.001305066660279408,0.0013036000018473715,3.455337398157873e-05
MongoDB,100000,True,READ,select_visit_diagnoses,0.0007996333297342062,0.0008027000003494322,8.054111455013089e-06
MongoDB,100000,True,READ,select_patient_full_history,0.0007282333390321583,0.0007317000126931816,1.0575871507302263e-05
MongoDB,100000,True,READ,select_aggregated_costs,0.0009168333296353618,0.0009505999914836138,6.866568130919687e-05
MongoDB,100000,True,READ,select_prescriptions_with_meds,0.0007660999932947258,0.0007643999997526407,3.982465078778096e-06
MongoDB,100000,True,UPDATE,update_patient_name,0.0007568666672644516,0.0007343000033870339,3.601984674228549e-05
MongoDB,100000,True,UPDATE,update_visit_status,0.0007029333307097355,0.0006749000167474151,4.770969312532721e-05
MongoDB,100000,True,UPDATE,update_service_price,0.0006999666802585125,0.0007032000285107642,1.185758814766113e-05
MongoDB,100000,True,UPDATE,update_diagnosis_notes,0.0007565666649801036,0.0007518000202253461,3.5473971407596456e-05
MongoDB,100000,True,UPDATE,update_doctor_license,0.0008151000074576586,0.0007747999916318804,6.625019073299133e-05
MongoDB,100000,True,UPDATE,update_department_phone,0.0007878333368959526,0.000738300004741177,0.00010790478744418428
MongoDB,100000,True,DELETE,delete_test_result,0.0014663333422504365,0.0014613000093959272,4.443770126712653e-05
MongoDB,100000,True,DELETE,delete_diagnosis,0.0016184999937346827,0.0015104000049177557,0.00016251590226463587
MongoDB,100000,True,DELETE,delete_patient,0.0013827666698489338,0.0013854999851901084,2.530366786878644e-05
MongoDB,100000,True,DELETE,delete_performed_service,0.001462599999892215,0.001434899982996285,7.097450254857964e-05
MongoDB,100000,True,DELETE,delete_prescription,0.0014706333361876507,0.0014943999995011836,5.648741671693929e-05
MongoDB,100000,True,DELETE,delete_visit_cascade,0.0016130666675356526,0.0016083999944385141,5.0648739895415335e-05
Redis,100000,True,CREATE,insert_patient,0.0008096333282689253,0.0008098999969661236,2.2939471890775392e-06
Redis,100000,True,CREATE,insert_visit,0.0008642000029794872,0.0008764000085648149,1.767935691650545e-05
Redis,100000,True,CREATE,insert_diagnosis,0.000894933327799663,0.0008559999987483025,9.894716695072019e-05
Redis,100000,True,CREATE,insert_prescription_with_items,0.0008306000090669841,0.0008082999847829342,4.540624956800876e-05
Redis,100000,True,CREATE,insert_performed_service,0.0008591999940108508,0.0008574999810662121,6.28065931589945e-06
Redis,100000,True,CREATE,insert_test_result,0.000769299998258551,0.0007680999988224357,2.13541828139782e-06
Redis,100000,True,READ,select_patient_by_id,0.0003863000019919127,0.00038430001586675644,3.936993257209681e-06
Redis,100000,True,READ,select_visits_with_doctor,0.0017061333443659048,0.0016789000073913485,9.677142391095254e-05
Redis,100000,True,READ,select_visit_diagnoses,0.0007946333401681235,0.0007894000154919922,9.751679297800783e-06
Redis,100000,True,READ,select_patient_full_history,0.0010124666635723163,0.0009965999925043434,6.87721949059935e-05
Redis,100000,True,READ,select_aggregated_costs,0.0009167000049880395,0.0009044000180438161,2.6185625684496e-05
Redis,100000,True,READ,select_prescriptions_with_meds,0.0008013000090916952,0.0008658000151626766,0.0002694534621552901
Redis,100000,True,UPDATE,update_patient_name,0.00039250000069538754,0.00039160001324489713,5.710219468634191e-06
Redis,100000,True,UPDATE,update_visit_status,0.00039199999688814086,0.00039140001172199845,1.3735660731705297e-06
Redis,100000,True,UPDATE,update_service_price,0.000407233329800268,0.00041680000140331686,1.9003572389449475e-05
Redis,100000,True,UPDATE,update_diagnosis_notes,0.0007640999974682927,0.0007647000020369887,1.1275628327128763e-05
Redis,100000,True,UPDATE,update_doctor_license,0.0003860333429959913,0.00038330000825226307,1.1190858512949561e-05
Redis,100000,True,UPDATE,update_department_phone,0.00037970000024264056,0.00037990001146681607,3.559189475399093e-07
Redis,100000,True,DELETE,delete_test_result,0.0007836333340189109,0.0007694000087212771,2.353073000755583e-05
Redis,100000,True,DELETE,delete_diagnosis,0.0008199666626751423,0.0007917000039014965,5.816564284326629e-05
Redis,100000,True,DELETE,delete_patient,0.0008121333279026052,0.0008009999874047935,2.9405822686426186e-05
Redis,100000,True,DELETE,delete_performed_service,0.0007432666607201099,0.0007404999923892319,3.983580293390796e-06
Redis,100000,True,DELETE,delete_prescription,0.0007673999934922904,0.000759899994591251,1.2416378039932748e-05
Redis,100000,True,DELETE,delete_visit_cascade,0.0008195333454447488,0.000822000001790002,5.50898418524754e-06
