Database,Scale,Indexed,Operation_Type,Scenario_Name,Average_Time_Seconds,Median_Time_Seconds,StdDev_Time_Seconds
PostgreSQL,100000,False,DELETE,delete_diagnosis,0.0021012333260538676,0.0020158000115770847,0.00016613918248613099
PostgreSQL,100000,False,DELETE,delete_patient,0.006149299995740876,0.005797399993753061,0.000507949293906217
PostgreSQL,100000,False,DELETE,delete_performed_service,0.0019502666643044602,0.0019526999967638403,5.126405403879732e-05
PostgreSQL,100000,False,DELETE,delete_prescription,0.005420500005129725,0.005255900003248826,0.0003822274058389089
PostgreSQL,100000,False,DELETE,delete_visit_cascade,0.021725499992802117,0.02186239999718964,0.0005483571392725183
MySQL,100000,False,CREATE,insert_patient,0.00733843333243082,0.007353900000452995,0.0008022824383889432
MySQL,100000,False,CREATE,insert_visit,0.005734400008805096,0.0057462000113446265,0.0004817235960163211
MySQL,100000,False,CREATE,insert_diagnosis,0.007707999999790142,0.0072555000078864396,0.001441676327167201
MySQL,100000,False,CREATE,insert_prescription_with_items,0.009513466657760242,0.009318800002802163,0.0003087648202034416
MySQL,100000,False,CREATE,insert_performed_service,0.006390866668274005,0.005201799998758361,0.00179664109733126
MySQL,100000,False,CREATE,insert_test_result,0.005242766666924581,0.005174899997655302,0.00033260990439280797
MySQL,100000,False,READ,select_patient_by_id,0.0014290000059797119,0.001361900009214878,0.0001621107266906034
MySQL,100000,False,READ,select_visits_with_doctor,0.0013842333379822473,0.0013775000115856528,4.280510231999455e-05
MySQL,100000,False,READ,select_visit_diagnoses,0.001230633322848007,0.0012320999812800437,3.610403665179897e-05
MySQL,100000,False,READ,select_patient_full_history,0.001803999999538064,0.0018498999997973442,0.0002161683944341543
MySQL,100000,False,READ,select_aggregated_costs,0.0013997333395915728,0.0013806000060867518,2.720016471943434e-05
MySQL,100000,False,READ,select_prescriptions_with_meds,0.0012840000078237306,0.0012644999951589853,3.692325654225467e-05
MySQL,100000,False,UPDATE,update_patient_name,0.003300366661278531,0.003431199991609901,0.00045534502253314317
MySQL,100000,False,UPDATE,update_visit_status,0.0018541333362615358,0.0013860000181011856,0.0006770865010586306
MySQL,100000,False,UPDATE,update_service_price,0.0026887999944544085,0.0026697000139392912,9.55504340160164e-05
MySQL,100000,False,UPDATE,update_diagnosis_notes,0.002905466661710913,0.0029323000053409487,8.235468784434557e-05
MySQL,100000,False,UPDATE,update_doctor_license,0.002832833328284323,0.0028947999817319214,0.00014225087142316433
MySQL,100000,False,UPDATE,update_department_phone,0.0021619333419948816,0.002592700009699911,0.0006760239825908499
MySQL,100000,False,DELETE,delete_test_result,0.00540980000126486,0.005419199995230883,4.4508278142570324e-05
MySQL,100000,False,DELETE,delete_diagnosis,0.004861833353061229,0.004845900024520233,0.00020859277203361104
MySQL,100000,False,DELETE,delete_patient,0.004974866664269939,0.00480179997975938,0.00032345318743688613
MySQL,100000,False,DELETE,delete_performed_service,0.0058754333391940845,0.005811299983179197,0.00037369622404458835
MySQL,100000,False,DELETE,delete_prescription,0.0051623333323126035,0.005058500013547018,0.0003226923667105888
MySQL,100000,False,DELETE,delete_visit_cascade,0.010710499996397024,0.010996199998771772,0.00046044465370518857
MongoDB,100000,False,CREATE,insert_patient,0.0019439666842420895,0.001973800011910498,7.8377395086669e-05
MongoDB,100000,False,CREATE,insert_visit,0.0017491666658315808,0.0017432000022381544,5.116445849926961e-05
MongoDB,100000,False,CREATE,insert_diagnosis,0.0014495333501448233,0.0014365000242833048,2.3706010582964863e-05
MongoDB,100000,False,CREATE,insert_prescription_with_items,0.001446866672874118,0.0014421000087168068,3.93771923290382e-05
MongoDB,100000,False,CREATE,insert_performed_service,0.0015201333347552766,0.0015229999844450504,8.453170504111736e-05
MongoDB,100000,False,CREATE,insert_test_result,0.001450266659958288,0.0014390999858733267,3.1027780811230965e-05
MongoDB,100000,False,READ,select_patient_by_id,0.0007814333366695791,0.0007852000126149505,3.5250948407473246e-05
MongoDB,100000,False,READ,select_visits_with_doctor,0.0023048999913347266,0.002088699984597042,0.0004693606094813889
MongoDB,100000,False,READ,select_visit_diagnoses,0.0008049333312859138,0.0008091999916359782,7.0471418035566454e-06
MongoDB,100000,False,READ,select_patient_full_history,0.0007478333330557992,0.0007290999928954989,2.8712875405107628e-05
MongoDB,100000,False,READ,select_aggregated_costs,0.0007676000047164658,0.0007708000193815678,6.451864200394957e-06
MongoDB,100000,False,READ,select_prescriptions_with_meds,0.0008697666635271162,0.0008310999837704003,5.510773399000204e-05
MongoDB,100000,False,UPDATE,update_patient_name,0.0007281000046835592,0.0007226000016089529,8.206102926574782e-06
MongoDB,100000,False,UPDATE,update_visit_status,0.0006782666799457123,0.0006755000213161111,1.6487227444713067e-05
MongoDB,100000,False,UPDATE,update_service_price,0.0007245666638482362,0.0007234000077005476,2.2346417500996695e-05
MongoDB,100000,False,UPDATE,update_diagnosis_notes,0.0006908666691742837,0.0006974000134505332,1.270861299602664e-05
MongoDB,100000,False,UPDATE,update_doctor_license,0.0008069666606994966,0.0007469999836757779,9.044933016387076e-05
MongoDB,100000,False,UPDATE,update_department_phone,0.0006977000060336044,0.0006973000126890838,5.151702008906199e-06
MongoDB,100000,False,DELETE,delete_test_result,0.001394133335755517,0.0013974000175949186,1.2784466668414864e-05
MongoDB,100000,False,DELETE,delete_diagnosis,0.001450700006292512,0.0014395000180229545,1.6983121105961766e-05
MongoDB,100000,False,DELETE,delete_patient,0.0013618333323393017,0.0013182999973651022,7.080946671633351e-05
MongoDB,100000,False,DELETE,delete_performed_service,0.0014333333335040759,0.0014401999942492694,4.3464719644767215e-05
MongoDB,100000,False,DELETE,delete_prescription,0.0014781000015015404,0.0014937999949324876,6.299879091550428e-05
MongoDB,100000,False,DELETE,delete_visit_cascade,0.0015724999927139531,0.0016010999970603734,6.441262001685404e-05
Redis,100000,False,CREATE,insert_patient,0.0008551333351836851,0.0008527000027243048,2.2641609291357018e-05
Redis,100000,False,CREATE,insert_visit,0.0008934666693676263,0.0008978999976534396,8.555818484087716e-06
Redis,100000,False,CREATE,insert_diagnosis,0.0008249666619425019,0.0008234000124502927,1.6652589082926796e-05
Redis,100000,False,CREATE,insert_prescription_with_items,0.0009042333307055136,0.0008864999981597066,2.70104022238635e-05
Redis,100000,False,CREATE,insert_performed_service,0.0009117666631937027,0.0008947000023908913,2.8336238007494313e-05
Redis,100000,False,CREATE,insert_test_result,0.0007555333334797373,0.0007528999994974583,4.899216395519304e-06
Redis,100000,False,READ,select_patient_by_id,0.00039880000016031164,0.0003986000083386898,2.828517262667542e-07
Redis,100000,False,READ,select_visits_with_doctor,0.0016921333347757657,0.00157789999502711,0.0002086749730070039
Redis,100000,False,READ,select_visit_diagnoses,0.00081536666645358,0.0008155999821610749,6.574870183641393e-06
Redis,100000,False,READ,select_patient_full_history,0.0011403666673383366,0.0011199000000488013,0.0001133591742109204
Redis,100000,False,READ,select_aggregated_costs,0.000894766659863914,0.0008933999924920499,3.377596878780412e-05
Redis,100000,False,READ,select_prescriptions_with_meds,0.000516966664387534,0.0003934999986086041,0.0001884202098387026
Redis,100000,False,UPDATE,update_patient_name,0.00040863333075928193,0.00037480000173673034,4.813067465873015e-05
Redis,100000,False,UPDATE,update_visit_status,0.00045356666669249535,0.00046529999235644937,2.1505715585084645e-05
Redis,100000,False,UPDATE,update_service_price,0.00040126666620684165,0.00039999998989515007,2.6849354512159704e-06
Redis,100000,False,UPDATE,update_diagnosis_notes,0.0007888333348091692,0.0007890000124461949,1.4166706881053898e-05
Redis,100000,False,UPDATE,update_doctor_license,0.00037090000114403665,0.00036959999124519527,1.909618457023667e-06
Redis,100000,False,UPDATE,update_department_phone,0.0004047999973408878,0.0003893999964930117,2.5175523323859618e-05
Redis,100000,False,DELETE,delete_test_result,0.0007795666654904684,0.0007805000059306622,3.4120727454962737e-06
Redis,100000,False,DELETE,delete_diagnosis,0.0007815666613169014,0.0007696999819017947,2.0271054004074266e-05
Redis,100000,False,DELETE,delete_patient,0.0009080333402380347,0.0008951000054366887,4.183661553631415e-05
Redis,100000,False,DELETE,delete_performed_service,0.0007768333307467401,0.0007738000131212175,2.08902330611073e-05
Redis,100000,False,DELETE,delete_prescription,0.0007798666677748164,0.0007843000057619065,1.1420548122192414e-05
Redis,100000,False,DELETE,delete_visit_cascade,0.0008291666745208204,0.0008286000229418278,2.522338153816685e-06
